Word,Count
org.apache.http.client.params.ClientPNames#MAX_REDIRECTS}</li>,3
AuthScope},3
\CacheConfig#getAsynchronousWorkersCore()},\,3
ulong,3
conservatively,3
If-Match,3
referred,3
\HttpHost,\,3
conman,3
IPv4,3
preventing,3
action,3
odd,3
comma,3
exceeds,3
\keys,\,3
#setConnectionManagerShared(boolean),3
\cacheable."\\,3
org.apache.http.params.CoreProtocolPNames#USE_EXPECT_CONTINUE}</li>,3
fraction,3
RedirectException,3
round,3
timeUnit,3
\Credentials,\,3
misses,3
HttpRequestRetryHandler},3
FIXME,3
MemcachedCacheEntryFactory},3
javax.net.ssl.SSLSocket,3
$,3
#abortConnection,3
\CacheConfig#getAsynchronousWorkerIdleLifetimeSecs()},\,3
(such,3
general,3
(assumed,3
ProtocolExect,3
uncompressed,3
generator,3
SSL/TLS,3
much,3
targets,3
serializer,3
Marks,3
org.apache.http.conn.ClientConnectionManager,3
okay,3
read-only,3
redirection,3
prove,3
(Exception,3
degree,3
notifies,3
schedules,3
\CN=foo.com,\,3
ManagedClientConnection},3
ask,3
strings,3
\OK,\,3
instantiation,3
(either,3
SPNegoScheme},3
<li>javax.net.ssl.trustStorePassword</li>,3
e),3
tries,3
RFC1951,3
attached,3
hold,3
domain-matches,3
received-by,3
\JVM,\,3
org.apache.http.auth.AuthSchemeProvider}s,3
scope},3
Assert,3
text},3
ID,3
AutoRetryHttpClient},3
ASCII},3
reach,3
recoverable,3
Consume,3
\e.g.,\,3
</ol>,3
choose,3
copied,3
metainformation,3
authscope,3
There's,3
[206],3
dynamic,3
\alone,\,3
\header."\\,3
Pass,3
DnsResolver},3
providing,3
executing,3
Asserts,3
wants,3
\provided,\,3
converted,3
CloseableHttpClient#close()},3
Remove,3
Can,3
CircularRedirectException,3
If-Range,3
ourselves,3
\host},\,3
attach,3
close},3
Clear,3
Write,3
documentation,3
Executor,3
qop,3
LOG,3
\"\Version"\}\,3
Build,3
aspect,3
\fields,\,3
\waiting,\,3
backs,3
upgrade,3
\reusable,\,3
Match,3
#ANY_PORT},3
copying,3
(public),3
\completed,\,3
\permitted,\,3
#markReusable,3
accidental,3
compatible),3
absoluteURI,3
\failed,\,3
<li>javax.net.ssl.keyStorePassword</li>,3
\fields."\\,3
match',3
present),3
lead,3
used;,3
DefaultClientConnectionOperator},3
catch,3
Clients,3
http://www.w3.org/Protocols/rfc2616/rfc2616-sec4.html#sec4.2,3
(Partial,3
Type1,3
Integer},3
<p><b>N.B.</b>,3
UTF-8),3
channel,3
HttpRoute},3
'best,3
re-using,3
framework,3
overflow,3
\GET,\,3
\b=2,\,3
\a=1,\,3
(Simple,3
Class,3
abortConnection},3
DEFAULT_PROXY},3
org.apache.http.conn.ssl.DefaultHostnameVerifier},3
AuthOption}s,3
year,3
ConnectionShutdownException,3
accepts,3
\Date,\,3
unmodified,3
14.20),3
\ContentType,\,3
Content-Type,3
Logs,3
warn-date,3
\"\However,\,3
url,3
dependent,3
Additional,3
Subject-Alts,3
lenient,3
\Cache-Control,\,3
Store,3
returning,3
away,3
past,3
locally,3
operated,3
disallows,3
brand,3
org.apache.http.pool.AbstractConnPool},3
modification,3
resultant,3
latest,3
important,3
volatile,3
initialize,3
\responses."\\,3
<any,3
configuted,3
aware,3
in-memory,3
org.apache.http.params.CoreProtocolPNames#USER_AGENT}</li>,3
org.apache.http.impl.cookie.DefaultCookieSpec},3
resetting,3
DefaultHttpClient,3
\Optionally,\,3
clone(),3
Need,3
\again,\,3
UTF-8,3
metrics,3
\threads,\,3
2f,3
(required),3
\will,\,3
GSS,3
caller's,3
secs,3
selecting,3
\milliseconds,\,3
etc,3
load,3
(system,3
NEGOTIATE,3
\interface,\,3
cachingClient,3
BasicPoolEntry},3
aren't,3
compatibilty,3
accessible,3
higher,3
proactively,3
safely,3
dealing,3
document,3
Users,3
items,3
Populate,3
Layered,3
#ANY_HOST},3
discontinued,3
InvalidCredentialsException,3
usual,3
Actual,3
\quickly,\,3
close()},3
org.apache.http.client.CredentialsProvider},3
relies,3
rest,3
digit,3
\stale,\,3
resolving,3
unspecified,3
SPN,3
dependency,3
acceptable,3
Socket},3
completely,3
IE6,3
global,3
reflect,3
Increment,3
30,3
necessarily,3
\close,\,3
\parameters},\,3
depend,3
you're,3
directory),3
Decode/unescape,3
exec,3
org.apache.http.auth.ContextAwareAuthScheme#authenticate(,3
Code:,3
ConnectionBackoffStrategy},3
coded,3
extension,3
(insecure),3
Helper,3
\"\Cookie"\}\,3
DES,3
blowup,3
authority,3
assumptions,3
Scheme,3
GSSCredential,3
eligible,3
register,3
\loop,\,3
TTL,3
flush,3
reject,3
Recommended,3
verify,3
416,3
int)},3
upper,3
anyway,3
ConnRoutePNames#LOCAL_ADDRESS,3
Url,3
effort,3
EofSensorInputStream,3
states,3
lowercase),3
bit,3
HTTPbis,3
Deletes,3
machine,3
#ANY_REALM},3
(meaning,3
directives,3
(RFC2965),3
WaitingThread},3
transport,3
\"\http"\\,3
assigned,3
desired,3
2e,3
org.apache.http.impl.cookie.RFC6265CookieSpecProvider,3
GSSAPI,3
concurrent,3
<li>javax.net.ssl.trustStoreProvider</li>,3
exceed,3
Nothing,3
looks,3
knows,3
changed,3
HttpMultipartMode#STRICT},3
Content),3
compression,3
\challenge,\,3
#NO_HOST},3
(browser,3
fewer,3
\or,\,3
org.apache.http.cookie.params.CookieSpecPNames#SINGLE_COOKIE_HEADER}</li>,3
(Or,3
tested,3
1.0,3
CookieOrigin,3
org.apache.http.conn.HttpClientConnectionManager#closeExpiredConnections(),3
constructors,3
Propagate,3
picks,3
resulted,3
remaining,3
'layered',3
actions,3
barfs,3
any),3
shouldn't,3
\context,\,3
org.apache.http.client.params.ClientPNames#DEFAULT_HEADERS}</li>,3
major,3
retrieval,3
unset,3
\non-javadoc,\,3
Flags,3
org.apache.http.client.params.ClientPNames#CONN_MANAGER_TIMEOUT}</li>,3
cacerts},3
<li>javax.net.ssl.keyStoreType</li>,3
pooling,3
Configure,3
Requests,3
Calculates,3
UnsupportedAuthAlgoritmException,3
<li>ssl.KeyManagerFactory.algorithm</li>,3
\CacheConfig#getAsynchronousWorkersMax()},\,3
(JSSE),3
hashcodes,3
\doesn't,\,3
org.apache.http.params.CoreProtocolPNames#STRICT_TRANSFER_ENCODING}</li>,3
More,3
org.apache.http.params.CoreProtocolPNames#WAIT_FOR_CONTINUE}</li>,3
org.apache.http.client.params.ClientPNames#HANDLE_AUTHENTICATION}</li>,3
Public,3
504,3
<li>Provide,3
extracting,3
maps,3
MD4,3
\keys"\\,3
results,3
bug,3
duplicate:,3
handed,3
occur,3
elapsed,3
Time,3
32,3
brought,3
[localhost][stuff],3
URIBuilder,3
Negotiation,3
HTML,3
TimeUnit,3
(secure),3
differs,3
stacks,3
extended,3
sleep,3
PATCH,3
sock},3
ResponseHandler},3
deeper,3
<li>javax.net.ssl.keyStoreProvider</li>,3
c=3,3
core,3
building,3
path-match,3
binding,3
gzip},3
capabilities,3
Detects,3
got,3
HttpClientConnection},3
Unregisters,3
DeflaterInputStream,3
org.apache.http.impl.cookie.RFC6265CookieSpecProvider},3
Each,3
ConnRoutePNames#FORCED_ROUTE,3
functions,3
invalidation,3
dropped,3
deserialization,3
org.apache.http.params.CoreConnectionPNames#STALE_CONNECTION_CHECK}</li>,3
lock,3
<ol>,3
Note:,3
\all,\,3
Encode,3
RouteSpecificPool,3
instantiates,3
\type,\,3
illegal,3
hierarchy,3
protocols,3
schemes},3
\"\no-cache"\\,3
Convert,3
ManagedClientConnection,3
\stream,\,3
http://www.ietf.org/rfc/rfc2145.txt,3
CacheConfig#getRevalidationQueueSize()},3
\hashcode,\,3
RFC2617,3
StringBody,3
markReusable},3
CacheEntity},3
'secure',3
org.apache.http.conn.routing.HttpRoutePlanner,3
#update,3
Mechanism),3
connected},3
hex,3
Unconditionally,3
\constraining,\,3
IBM,3
immediate,3
millisecond,3
Given,3
transform,3
consisting,3
Binary,3
backing,3
MIC,3
requestSentRetryEnabled,3
taking,3
(last),3
good,3
Protocol,3
\Vary,\,3
constructed,3
expires,3
consumer,3
@,3
experiment,3
\HTTP/1.1,\,3
\processed,\,3
bad,3
gov,3
transfer,3
deciding,3
ServiceUnavailableRetryStrategy},3
<li>ssl.TrustManagerFactory.algorithm</li>,3
examining,3
httpClient,3
understand,3
KerberosScheme},3
\Content-Location,\,3
separate,3
uniquely,3
entries},3
DefaultHttpResponseParser,3
combine,3
org.apache.http.client.params.ClientPNames#VIRTUAL_HOST}</li>,3
re-validated,3
logged,3
sanity,3
request:,3
deprecated,3
ManagedHttpClientConnection},3
decides,3
paths,3
Type2,3
HttpClientContext},3
org.apache.http.auth.params.AuthPNames#CREDENTIAL_CHARSET}</li>,3
says,3
NonRepeatableEntityException,3
Don't,3
SEAL,3
collisions,3
\length,\,3
GETs,3
\"\infinity"\\,3
conjunction,3
listed,3
requestId,3
\representation,\,3
wrapped},3
Schedule,3
keeps,3
serialize,3
quoted-string,3
agents,3
imposed,3
cacheEntry,3
SEC_E_DOWNGRADE_DETECTED,3
OS,3
default),3
real-world,3
proprietary,3
Enables,3
\abort,\,3
update},3
accordingly,3
op,3
http://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html#sec13.1.2,3
parity,3
Expiration,3
documentation</a>,3
decode,3
Closing,3
SchemePortResolver},3
org.apache.http.client.params.ClientPNames#HANDLE_REDIRECTS}</li>,3
X509HostnameVerifier},3
definition,3
\us,\,3
<li>javax.net.ssl.trustStore</li>,3
placed,3
ConnRoutePNames#DEFAULT_PROXY,3
[304],3
expire,3
(Continue),3
'expect-continue',3
\org.apache.http.conn.routing.HttpRoute,\,3
\.local,\,3
CookieSpecProvider},3
\FileBody#FileBody(File,\,3
main,3
Type3,3
org.apache.http.cookie.params.CookieSpecPNames#DATE_PATTERNS}</li>,3
wishes,3
parent,3
Protected,3
initializer,3
presented,3
4.5.4,3
decision,3
aborts,3
literal,3
org.apache.http.client.params.ClientPNames#COOKIE_POLICY}</li>,3
org.apache.http.client.AuthCache},3
subsequently,3
Partial,3
\order,\,3
\SSLSocket},\,3
multihome,3
entity's,3
configurations,3
overriding,3
athentication,3
Buffer,3
Populates,3
\false,\,3
deallocate,3
\consumed,\,3
facade,3
file:,3
consistent,3
interval,3
userinfo,3
care,3
rejects,3
defines,3
204,3
\alive,\,3
110,3
IllegalStateException},3
\"\unset"\\,3
Assert.assertTrue(hc6.add(Integer.valueOf(rt.hashCode())));,3
org.apache.http.params.CoreProtocolPNames#PROTOCOL_VERSION}</li>,3
<li>javax.net.ssl.keyStore</li>,3
transmitted,3
cacheConfig,3
org.apache.http.client.params.ClientPNames#DEFAULT_HOST}</li>,3
Opens,3
trailers,3
processed,3
opened,3
DateParseException,3
marking,2
HttpClients.createDefault();,2
invoke,2
adjustments,2
(based,2
<aring>,2
(absolute),2
turns,2
matched,2
few,2
separator),2
hierarchies,2
6761,2
canonical,2
replying,2
\username,\,2
Invalid,2
http://tools.ietf.org/html/rfc5861,2
keystore,2
expense,2
java.text.SimpleDateFormat,2
maxIdleTime,2
512,2
transmit,2
parseable,2
foo.com,2
complexity,2
Effective,2
seem,2
Feel,2
null;,2
\ranges,\,2
obtaining,2
multipart/form,2
converter,2
measured,2
Encode/escape,2
Revalidation,2
HttpResponseException},2
subdomains,2
definitions,2
toString,2
BasicHttpClientConnectionManager},2
dispose,2
eofDetected},2
Leave,2
HTTP#DEFAULT_CONTENT_CHARSET},2
protocol-name,2
\returned,\,2
\{@encrypt(byte[],byte[])}\,2
Javadoc,2
blocked,2
<!--,2
13.1.5,2
that's,2
\message-body,\,2
capability,2
route:,2
fine-grained,2
Authority,2
quoted-pair,2
N.B,2
Scanner,2
WaitingThread,2
\negative,\,2
\Therefore,\,2
Karl,2
inconsistencies,2
coding,2
signing,2
BasicResponseHandler},2
portValue,2
host},2
\PUT,\,2
Certificate,2
Having,2
easier,2
four,2
cookie},2
retry;,2
clears,2
fields;,2
tokens,2
fly,2
Giving,2
\stale."\\,2
http://www.w3.org/Protocols/rfc2616/rfc2616-sec9.html#sec9.8,2
reason,2
\began,\,2
DigestScheme},2
clone,2
fix,2
Construct,2
Will,2
Virtual,2
HDN,2
\conditional."\\,2
Issue,2
Execution,2
\sense,\,2
NOW,2
inbound,2
blank,2
schemes),2
omission,2
(redirects,2
\TLS/SSL,\,2
!!,2
\anymore,\,2
upon,2
challange,2
initializing,2
ClientPNames.CONN_MANAGER_TIMEOUT},2
adherence,2
PublicSuffixFilter,2
localPort,2
residing,2
ignored</b>,2
however,2
0.0},2
Such,2
Path},2
physical,2
\objects,\,2
attack,2
parameterSeparator,2
5</a>,2
non-compliant,2
\executor,\,2
response;,2
schedule,2
-certreq,2
Verification,2
\href="\http://www.ietf.org/rfc/rfc2396.txt"\>RFC\,2
org.apache.http.auth.Credentials)},2
\300,\,2
decompressing,2
reasonably,2
\specifies,\,2
EofSensorInputStream},2
wt,2
tolerated,2
\tool,\,2
persistence,2
EhCache},2
inserted,2
ThreadSafeClientConnManager,2
365,2
http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html#sec10.4.8,2
come,2
schemeName,2
URI),2
pick,2
retryCount,2
encoding},2
modes,2
worried,2
HT,2
\invalid,\,2
permitted,2
Wright,2
org.apache.http.client.cache.HttpCacheStorage},2
whatever,2
kanji),2
\clients],\,2
aborting,2
Either,2
\constructor,\,2
'*',2
deserializing,2
wrapping,2
authenticity,2
dataFormats,2
enum,2
<li>https.proxyPort</li>,2
connects,2
\instance,\,2
protected,2
org.apache.http.conn.params.ConnRoutePNames,2
...;,2
echoing,2
HttpClientUtils.closeQuietly(httpResponse);,2
\"\If-Modified-Since"\\,2
AuthSchemeFactory},2
org.apache.http.impl.client.HttpClientBuilder},2
us-ascii},2
\application,\,2
combination,2
auth-scheme,2
digest-uri-value,2
Setup,2
#isSecure(),2
Serializable},2
\isn't,\,2
Unavailable),2
(must,2
interpret,2
\properties,\,2
indices),2
org.apache.http.conn.util.PublicSuffixList,2
SHOULDs,2
little,2
privacy,2
Schedules,2
checkpoint,2
variantMap,2
proceed,2
EchoHandler,2
entity-bodies,2
Warnings,2
TE,2
represented,2
\password,\,2
case-sensitive,2
response),2
message;,2
unreserved,2
Strategy,2
\first,\,2
PROXY2/i,2
Layering,2
\words,\,2
ByteArrayBody,2
NTLMv1,2
FileEntity,2
\relative,\,2
\#update(AuthScheme,\,2
Age,2
#isLayered,2
\method,\,2
Platform,2
org.apache.http.auth.AuthScheme},2
params},2
HttpComponents,2
extend,2
\#SSLConnectionSocketFactory(javax.net.ssl.SSLContext,\,2
\13.2.6,\,2
deallocates,2
codings,2
commented,2
years},2
concurrently,2
lease,2
Callback,2
-genkey,2
http://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html#sec13.5.2,2
Configuration,2
mins,2
#allocEntry,2
HttpAsyncClientWithFuture,2
Guide,2
seen,2
profile),2
first-hand,2
connTTLTimeUnit,2
org.apache.http.client.ResponseHandler},2
equivalence,2
around,2
invocation,2
char[]},2
#eofDetected,2
encrypting,2
Folks,2
backward,2
\DEFAULT.verify("\\u82b1\u5b50.co.jp"\,\,2
epoch,2
DnsResolver,2
decided,2
&quot;backend&quot;,2
advanced,2
\3986,\,2
agrees,2
\state,\,2
0},2
platforms,2
org.apache.http.auth.Credentials},2
\3,\,2
configuring,2
consecutively,2
unrecognized,2
14.33),2
IIS,2
Explicit,2
server.crt,2
warn-text,2
\tunnel,\,2
ThreadingBehavior.IMMUTABLE),2
\interfaces,\,2
:-),2
ConnectionKeepAliveStrategy},2
specs},2
AsynchronousValidator},2
conditions,2
\handshake,\,2
\[i.e.,\,2
avoids,2
\known,\,2
\releases,\,2
v5,2
remoteAddress,2
http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html#sec14.21,2
converts,2
factory},2
\Released,\,2
pools,2
my,2
a=1&b=2&c=3},2
HttpRequestExecutor},2
\"\Port"\}\,2
refers,2
unsecure,2
verifyHostName(),2
executorService,2
planning,2
dropFragment,2
HttpAsyncClientFutureTask,2
BasicScheme},2
my.truststore,2
\challenges,\,2
Timeout),2
entity-headers;,2
\same,\,2
certs,2
http://www.w3.org/Protocols/rfc2616/rfc2616-sec9.html#sec9.4,2
expectation,2
Visible,2
DefaultRoutePlanner},2
\them,\,2
http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html#sec14.9.3,2
\dots,\,2
day,2
\"\An\,2
securing,2
2732,2
MultipartEntityBuilder},2
\Hash,\,2
Range},2
connectSocket},2
OID,2
note:</b>,2
8192</li>,2
\u00E5,2
shorter,2
\"\identity"\\,2
Have,2
goes,2
synchronized},2
\resources,\,2
Both,2
(derived,2
org.apache.http.impl.client.cache.CacheConfig#getAsynchronousWorkersMax(),2
apparent,2
<li>http.nonProxyHosts</li>,2
\headers."\\,2
\process,\,2
runtime,2
3.3.1,2
\established,\,2
org.apache.http.entity.HttpEntityWrapper},2
#shutdown()},2
Raised,2
conditionally-compliant,2
13.2.6,2
<li>java.home</li>,2
client's,2
expectedType,2
userName,2
\nothing,\,2
clock;,2
non-GET,2
\if,\,2
excludes,2
ConnPoolControl},2
covers,2
405,2
code),2
unq(username-value),2
\layered},\,2
subType,2
(non-compressed),2
rparams,2
mixture,2
1036,2
earlier,2
org.apache.http.conn.util.PublicSuffixMatcher,2
authorisation,2
\discouraged,\,2
\one,\,2
(https),2
7,2
limited,2
jobs,2
13.12),2
Log,2
calculations,2
restricts,2
passing,2
three,2
\(i.e.,\,2
gateways,2
KeyStore,2
<li>https.proxyHost</li>,2
Punycode,2
C,2
(This,2
Modified,2
no-store,2
#connectSocket,2
\Redirect),\,2
JavaTM,2
\obeyed),\,2
cross-site,2
stock,2
invoking,2
#NO_ROUTE},2
Operations,2
http://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html#sec13.3.3,2
lots,2
SchemeRegistry},2
startHandshake(),2
Set-Cookie2},2
(but,2
sense,2
black,2
heuristicCachingEnabled,2
<b>Deprecation,2
Long},2
comma-separated,2
\"\JavaTM\,2
RFC1950,2
Comparisons,2
13.2),2
shutdown},2
\layering,\,2
(before,2
org.apache.http.cookie.CookieOrigin},2
InetSocketAddress},2
workarounds,2
responded,2
integer,2
(Gateway,2
java.util.concurrent.TimeUnit),2
follow,2
restriction,2
\org.apache.http.client.HttpClient#execute(org.apache.http.HttpHost,\,2
2818,2
maxObjectSize,2
\"\no\,2
question,2
New,2
resolves,2
\redirected,\,2
Establishes,2
<br>,2
proxySelector,2
\entity."\\,2
Edition,2
dnsResolver,2
roughly,2
Too,2
best,2
obeyed,2
<li>ConnectException</li>,2
times),2
java.util.Date,2
next-hop,2
14.9);,2
took,2
Flushes,2
DigestScheme,2
request),2
(=,2
increased,2
bugs,2
(using,2
http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html#sec14.45,2
secondary,2
Primarily,2
#tunnelTarget},2
Constants,2
Convenience,2
bunch,2
ahead,2
#isReadAllowed,2
vs,2
\lifetime,\,2
offset),2
machines,2
Password,2
\"\10.4.8\,2
#ANY_SCHEME},2
Cache,2
Deflate,2
passwd,2
Authorization},2
exposed,2
proxy/gateway,2
InputStreamFactory},2
Is,2
\"\For\,2
buffers,2
third,2
MimeType,2
downstream,2
(http),2
somewhere,2
timestamp,2
\lot,\,2
Verify,2
#open,2
course,2
DateUtils},2
HTTPCLIENT-1092,2
live,2
intranet,2
interested,2
prosel,2
\far,\,2
thing,2
<T>,2
publicly,2
shall,2
CookieAttributeHandler},2
\extension,\,2
stale-if-error,2
'already,2
describe,2
fetch,2
act,2
probe,2
widely,2
rename,2
Resets,2
Contains,2
\"\To\,2
\instead,\,2
produces,2
multipart/byteranges,2
construct,2
experience,2
\#SSLConnectionSocketFactory(javax.net.ssl.SSLSocketFactory,\,2
\implementations,\,2
\classes,\,2
configures,2
started,2
TARGET_DESIRED,2
responds,2
\org.apache.http.client.methods.HttpUriRequest,\,2
\above,\,2
he,2
name.toLowerCase(Locale.ENGLISH);,2
(3xx,2
java.lang.Object},2
Selects,2
open},2
maxObjectSizeBytes,2
\zone"\)\,2
SystemDefaultDnsResolver,2
Schemes,2
-validity,2
\"\Discard"\}\,2
isSharedCache,2
char,2
submit,2
functionality,2
9.6,2
http://www.w3.org/Protocols/rfc2616/rfc2616-sec7.html#sec7.1,2
copies,2
(Service,2
org.apache.http.client.CookieStore},2
1.5)</li>,2
bytes),2
HttpProcessor},2
newer,2
lost,2
cparams,2
become,2
0-255,2
indicator,2
\out,\,2
targetinfo,2
#getTargetHost,2
integrity,2
ANSI,2
100-Continue',2
prohibited,2
\event,\,2
recorded,2
\thumb,\,2
LayeredSocketFactory,2
mimeType,2
#abortRequest()},2
FireFox,2
waiter,2
\true,\,2
mechanisms,2
\passed,\,2
rt,2
What,2
401,2
no-transform,2
problem:,2
Content-Disposition,2
HttpEntity,2
org.apache.http.impl.client.cache.ehcache.EhcacheHttpCacheStorage,2
span,2
usernamePassword,2
#getMimeType(),2
<li>SSLException</li>,2
integrated,2
getVariantURI,2
reaction,2
2xx,2
factors,2
hit;,2
BASIC,2
Original,2
refer,2
\creating,\,2
ssl.getInputStream().available(),2
workaround,2
{link,2
replicate,2
\charset,\,2
warn-agent,2
constructor:,2
HTTP-date,2
Got,2
www,2
decorators,2
relaxed,2
must-revalidate,2
SSLConnectionSocketFactory},2
cooldowns,2
java.security.Principal},2
sufficiently,2
tail,2
HttpClient.execute(),2
\HEAD,\,2
encouraged,2
wasn't,2
assembly,2
unsuccessful,2
Suppose,2
305,2
Manager,2
#isSecure},2
org.apache.http.impl.cookie.RFC6265StrictSpec},2
warn-code,2
-1,2
\exists,\,2
org.apache.http.protocol.HttpContext},2
specifics,2
Character,2
Work-around,2
understood,2
\"\Secure"\}\,2
inherently,2
\("\trusted\,2
'.',2
heap,2
CHAR,2
NT,2
HttpMultipart,2
propagated,2
exclamation,2
non-trusted,2
stream},2
checkpoints,2
\now,\,2
seconds;,2
conversions,2
http://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html#sec13.9,2
set;,2
properly),2
java.security.KeyStore,2
whew,2
\validators,\,2
Cannot,2
(it,2
ConnectionReuseStrategy},2
\"\9.5\,2
Offset,2
From,2
covered,2
chunk,2
function,2
expiryDate,2
series,2
bypassed,2
HttpCache,2
location),2
\decode,\,2
\mode,\,2
high,2
custom-configured,2
DebugUtil.dump(,2
With,2
(Proxy,2
her,2
java.net.URI,2
HttpUriRequest},2
\valid,\,2
(while,2
\complete,\,2
nullified,2
process</li>,2
\14.46),\,2
carefully,2
\field."\\,2
enforces,2
redirecting,2
exact,2
Wraps,2
located),2
\"\Last-Modified"\\,2
re-executed,2
rfc2616,2
CountDownLatch,2
essentially,2
\effect,\,2
10,2
unq(realm-value),2
iterable,2
(unrelated),2
Suffix,2
writing,2
\Typically,\,2
Cryptography,2
web,2
punycode,2
407,2
\"\[HTTP/1.1\,2
\browser-compatible,\,2
storageKey,2
discouraged,2
(where,2
satisfied,2
\requests."\\,2
PKI,2
2000},2
strictly,2
exposes,2
SSLSocket,2
HttpCacheEntry}s,2
cost,2
\SUCCESS,\,2
\"\user"\\,2
\retried,\,2
n},2
...Responses,2
BROWSER_COMPATIBLE,2
\dot,\,2
wakeup,2
boxing,2
simplify,2
deallocated,2
replacement,2
loops,2
<b>will,2
org.apache.http.impl.client.cache.memcached.MemcachedHttpCacheStorage,2
whenever,2
ready,2
quoted,2
behaving,2
recognized,2
Default},2
no-one,2
!fact.isSecure()),2
\cache."\\,2
PKCS#7,2
AuthCache},2
unexpected,2
#writeTo,2
MessageConstraints#DEFAULT},2
NPE,2
WindowsNegotiateScheme},2
hit),2
(2),2
identify,2
extract,2
\properly,\,2
wish,2
Route,2
allow303Caching,2
[],2
blanks,2
14.9),2
org.apache.http.auth.AuthScheme}s,2
8/23/2010,2
Singleton,2
Proxy-Authenticate,2
#isMarkedReusable,2
contacting,2
bytes:,2
reusability,2
(plan.isSecure(),2
larger,2
stay,2
keyed,2
<li>http.maxConnections</li>,2
moment,2
org.apache.http.client.HttpClient#execute(,2
ClassCastException,2
raw,2
http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html#sec14.9.1,2
initially,2
sequential,2
100-continue',2
Below,2
<p>The,2
unchanged,2
tunnel/i,2
IE,2
toString},2
-->,2
Upper,2
1.4.x,2
org.apache.http.cookie.CookieSpecProvider}s,2
ticket,2
SystemDefaultRoutePlanner},2
\present,\,2
calculated,2
cache-eligible,2
HttpContext)},2
supported),2
years,2
refactor,2
Replaces,2
URLEncoder.encode(),2
managed},2
org.apache.http.conn.routing.RouteInfo},2
\manager,\,2
8.1.4,2
\names,\,2
asctime()},2
server',2
statement,2
hits,2
org.apache.http.auth.InvalidCredentialsException,2
re-throwing,2
show,2
\expectation."\\,2
unrequested,2
facilitate,2
AIMDBackoffManager},2
Fail,2
\"\text/plain"\\,2
garbage,2
\"\DNS"\\,2
trust-store},2
\URI,\,2
\standard,\,2
underling,2
org.apache.http.cookie.CookieAttributeHandler},2
http://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html#sec13.10,2
Manages,2
#set(byte[])},2
happened,2
After,2
(CSR),2
responses),2
team,2
\"\10.4.6\,2
populates,2
2396</a>,2
SchemeRegistry,2
\Path,\,2
Pool,2
302,2
\"\no-store"\\,2
places,2
\uses,\,2
job's,2
following:,2
\String},\,2
port},2
Initialize,2
legitimately,2
purged,2
RFC6532,2
TEXT},2
createSocket},2
nonsense,2
slash,2
Re-try,2
PROXY1/i,2
FORCED_ROUTE},2
solely,2
forever,2
\bodies,\,2
(unencrypted),2
It's,2
\separator,\,2
Allowed,2
#getStorageKey()},2
\forever,\,2
referenced,2
shutting,2
(!),2
message-header,2
towards,2
throw..,2
\size,\,2
ever,2
Re-write,2
defaultLifetime,2
LOCAL_ADDRESS},2
Closeable},2
<li>InterruptedIOException</li>,2
marks,2
deviations,2
peril,2
invocations,2
succeed,2
leverages,2
cnonce,2
ClientConnectionOperator,2
ClientConnectionPoolManager},2
fact:,2
writer,2
heuristicCoefficient,2
useless,2
hashes,2
mycertreq.csr,2
org.apache.http.conn.HttpInetSocketAddress},2
tracks,2
conditionals,2
DefaultRedirectStrategy},2
0-6,2
Redirectable,2
#createHttpProcessor()},2
gateway,2
demands,2
Port},2
violates,2
encryption,2
\"\Date"\\,2
400,2
\repeatable,\,2
negotiate,2
gracefully,2
response's,2
Shifts,2
(octets,2
java.net.Socket},2
<p>Please,2
ManagedHttpClientConnectionFactory},2
Discard,2
Internally,2
conditions:,2
TimeUnit)},2
IMPORTANT,2
oparams,2
handles,2
Unauthorized,2
enclose,2
unsuccessfully,2
Content-Range},2
\13.2.5,\,2
HttpRouteDirector},2
(i.e,2
4),2
ClientConnectionManager},2
Credentials)},2
entityText,2
In-memory,2
user-information,2
Layers,2
Map},2
\that,\,2
managers},2
signifies,2
org.apache.http.impl.auth.HttpAuthenticator},2
org.apache.http.impl.cookie.DefaultCookieSpecProvider},2
\conditions,\,2
(3,2
X509Certificate,2
\ca"\\,2
base64,2
patches,2
protocol-version,2
constructions,2
#openCompleted},2
leak,2
Verifies,2
separator,2
non-2xx,2
org.apache.http.client.HttpClient,2
operating,2
SSLSocket},2
helps,2
CN=&#x82b1;&#x5b50;.co.jp,2
responding,2
<li>http.keepAlive</li>,2
\documentation,\,2
5.2.4,2
expires},2
\"\Location"\\,2
\started,\,2
(2xx),2
conversion,2
peril.</p>,2
abs_path,2
sign,2
profile,2
registrable,2
\"\Domain"\}\,2
true</li>,2
morally,2
kill,2
#PATTERN_RFC1123,2
feel,2
Tells,2
http://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html#sec13.5.1,2
\Domain,\,2
MECH,2
identifiers,2
\3.x,\,2
